邊緣運算  ㄅㄧㄢˉㄩㄢˊㄩㄣˋㄙㄨㄢˋ
離岸價格交易  ㄌㄧˊㄢˋㄐㄧㄚˋㄍㄜˊㄐㄧㄠˉㄧˋ
到岸價格結算  ㄉㄠˋㄢˋㄐㄧㄚˋㄍㄜˊㄐㄧㄝˊㄙㄨㄢˋ
工廠交貨條款  ㄍㄨㄥˉㄔㄤˇㄐㄧㄠˉㄏㄨㄛˋㄊㄧㄠˊㄎㄨㄢˇ
運費付訖條款  ㄩㄣˋㄈㄟˋㄈㄨˋㄑㄧˋㄊㄧㄠˊㄎㄨㄢˇ
貨物送達地點  ㄏㄨㄛˋㄨˋㄙㄨㄥˋㄉㄚˊㄉㄧˋㄉㄧㄢˇ
專利申請流程  ㄓㄨㄢˉㄌㄧˋㄕㄣˉㄑㄧㄥˇㄌㄧㄡˊㄔㄥˊ
專利檢索分析  ㄓㄨㄢˉㄌㄧˋㄐㄧㄢˇㄙㄨㄛˇㄈㄣˉㄒㄧˉ
專利侵權比對  ㄓㄨㄢˉㄌㄧˋㄑㄧㄣˉㄑㄩㄢˊㄅㄧˇㄉㄨㄟˋ
先前技術檢索  ㄒㄧㄢˉㄑㄧㄢˊㄐㄧˋㄕㄨˋㄐㄧㄢˇㄙㄨㄛˇ
申請專利範圍  ㄕㄣˉㄑㄧㄥˇㄓㄨㄢˉㄌㄧˋㄈㄢˋㄨㄟˊ
專利核駁答辯  ㄓㄨㄢˉㄌㄧˋㄏㄜˊㄅㄛˊㄉㄚˊㄅㄧㄢˋ
專利審查意見  ㄓㄨㄢˉㄌㄧˋㄕㄣˇㄔㄚˊㄧˋㄐㄧㄢˋ
專利年費繳納  ㄓㄨㄢˉㄌㄧˋㄋㄧㄢˊㄈㄟˋㄐㄧㄠˇㄋㄚˋ
商標註冊申請  ㄕㄤˉㄅㄧㄠˉㄓㄨˋㄘㄜˋㄕㄣˉㄑㄧㄥˇ
商標異議程序  ㄕㄤˉㄅㄧㄠˉㄧˋㄧˋㄔㄥˊㄒㄩˋ
著作權存證  ㄓㄨˋㄗㄨㄛˋㄑㄩㄢˊㄘㄨㄣˊㄓㄥˋ
智慧財產法院  ㄓˋㄏㄨㄟˋㄘㄞˊㄔㄢˇㄈㄚˇㄩㄢˋ
假扣押聲請  ㄐㄧㄚˇㄎㄡˋㄧㄚˉㄕㄥˉㄑㄧㄥˇ
假處分裁定  ㄐㄧㄚˇㄔㄨˋㄈㄣˉㄘㄞˊㄉㄧㄥˋ
支付命令聲請  ㄓˉㄈㄨˋㄇㄧㄥˋㄌㄧㄥˋㄕㄥˉㄑㄧㄥˇ
民事訴訟起訴  ㄇㄧㄣˊㄕˋㄙㄨˋㄙㄨㄥˋㄑㄧˇㄙㄨˋ
刑事附帶民事  ㄒㄧㄥˊㄕˋㄈㄨˋㄉㄞˋㄇㄧㄣˊㄕˋ
上訴二審程序  ㄕㄤˋㄙㄨˋㄦˋㄕㄣˇㄔㄥˊㄒㄩˋ
三審定讞判決  ㄙㄢˉㄕㄣˇㄉㄧㄥˋㄧㄢˋㄆㄢˋㄐㄩㄝˊ
強制執行查封  ㄑㄧㄤˊㄓˋㄓˊㄒㄧㄥˊㄔㄚˊㄈㄥˉ
拍賣分配程序  ㄆㄞˉㄇㄞˋㄈㄣˉㄆㄟˋㄔㄥˊㄒㄩˋ
債權憑證發給  ㄓㄞˋㄑㄩㄢˊㄆㄧㄥˊㄓㄥˋㄈㄚˉㄍㄟˇ
提存所擔保金  ㄊㄧˊㄘㄨㄣˊㄙㄨㄛˇㄉㄢˉㄅㄠˇㄐㄧㄣˉ
清償證明書  ㄑㄧㄥˉㄔㄤˊㄓㄥˋㄇㄧㄥˊㄕㄨˉ
協議和解書  ㄒㄧㄝˊㄧˋㄏㄜˊㄐㄧㄝˇㄕㄨˉ
非訟事件處理  ㄈㄟˉㄙㄨㄥˋㄕˋㄐㄧㄢˋㄔㄨˋㄌㄧˇ
家事調解事件  ㄐㄧㄚˉㄕˋㄉㄧㄠˋㄐㄧㄝˇㄕˋㄐㄧㄢˋ
遺囑認證作業  ㄧˊㄓㄨˇㄖㄣˋㄓㄥˋㄗㄨㄛˋㄧㄝˋ
代筆遺囑作成  ㄉㄞˋㄅㄧˇㄧˊㄓㄨˇㄗㄨㄛˋㄔㄥˊ
監護宣告聲請  ㄐㄧㄢˉㄏㄨˋㄒㄩㄢˉㄍㄠˋㄕㄥˉㄑㄧㄥˇ
輔助宣告辦理  ㄈㄨˇㄓㄨˋㄒㄩㄢˉㄍㄠˋㄅㄢˋㄌㄧˇ
收養認可裁定  ㄕㄡˉㄧㄤˇㄖㄣˋㄎㄜˇㄘㄞˊㄉㄧㄥˋ
夫妻財產制契約  ㄈㄨˉㄑㄧˉㄘㄞˊㄔㄢˇㄓˋㄑㄧˋㄩㄝˉ
法定財產制結算  ㄈㄚˇㄉㄧㄥˋㄘㄞˊㄔㄢˇㄓˋㄐㄧㄝˊㄙㄨㄢˋ
剩餘財產分配  ㄕㄥˋㄩˊㄘㄞˊㄔㄢˇㄈㄣˉㄆㄟˋ
贍養費協議  ㄕㄢˋㄧㄤˇㄈㄟˋㄒㄧㄝˊㄧˋ
親權行使約定  ㄑㄧㄣˉㄑㄩㄢˊㄒㄧㄥˊㄕˇㄩㄝˉㄉㄧㄥˋ
扶養費給付  ㄈㄨˊㄧㄤˇㄈㄟˋㄍㄟˇㄈㄨˋ
監護權爭取  ㄐㄧㄢˉㄏㄨˋㄑㄩㄢˊㄓㄥˉㄑㄩˇ
保護令聲請  ㄅㄠˇㄏㄨˋㄌㄧㄥˋㄕㄥˉㄑㄧㄥˇ
緊急保護令  ㄐㄧㄣˇㄐㄧˊㄅㄠˇㄏㄨˋㄌㄧㄥˋ
暫時保護令  ㄗㄢˋㄕˊㄅㄠˇㄏㄨˋㄌㄧㄥˋ
通常保護令  ㄊㄨㄥˉㄔㄤˊㄅㄠˇㄏㄨˋㄌㄧㄥˋ
社會局訪視  ㄕㄜˋㄏㄨㄟˋㄐㄩˊㄈㄤˇㄕˋ
安置機構協調  ㄢˉㄓˋㄐㄧˉㄍㄡˋㄒㄧㄝˊㄉㄧㄠˋ
中途學校銜接  ㄓㄨㄥˉㄊㄨˊㄒㄩㄝˊㄒㄧㄠˋㄒㄧㄢˊㄐㄧㄝˉ
特殊教育評估  ㄊㄜˋㄕㄨˉㄐㄧㄠˋㄩˋㄆㄧㄥˊㄍㄨˉ
身心障礙輔具  ㄕㄣˉㄒㄧㄣˉㄓㄤˋㄞˋㄈㄨˇㄐㄩˋ
無障礙設施檢查  ㄨˊㄓㄤˋㄞˋㄕㄜˋㄕˉㄐㄧㄢˇㄔㄚˊ
長照到府沐浴  ㄓㄤˇㄓㄠˋㄉㄠˋㄈㄨˇㄇㄨˋㄩˋ
日間照顧中心  ㄖˋㄐㄧㄢˉㄓㄠˋㄍㄨˋㄓㄨㄥˉㄒㄧㄣˉ
機構住宿補助  ㄐㄧˉㄍㄡˋㄓㄨˋㄙㄨˋㄅㄨˇㄓㄨˋ
喘息服務申請  ㄔㄨㄢˇㄒㄧˊㄈㄨˊㄨˋㄕㄣˉㄑㄧㄥˇ
居家復健評估  ㄐㄩˉㄐㄧㄚˉㄈㄨˋㄐㄧㄢˋㄆㄧㄥˊㄍㄨˉ
社區關懷據點  ㄕㄜˋㄑㄩˉㄍㄨㄢˉㄏㄨㄞˊㄐㄩˋㄉㄧㄢˇ
長者送餐服務  ㄓㄤˇㄓㄜˇㄙㄨㄥˋㄘㄢˉㄈㄨˊㄨˋ
緊急救援連線  ㄐㄧㄣˇㄐㄧˊㄐㄧㄡˋㄩㄢˊㄌㄧㄢˊㄒㄧㄢˋ
預立醫療決定  ㄩˋㄌㄧˋㄧˉㄌㄧㄠˊㄐㄩㄝˊㄉㄧㄥˋ
安寧緩和醫療  ㄢˉㄋㄧㄥˊㄏㄨㄢˇㄏㄜˊㄧˉㄌㄧㄠˊ
病人自主權利  ㄅㄧㄥˋㄖㄣˊㄗˋㄓㄨˇㄑㄩㄢˊㄌㄧˋ
器官捐贈同意  ㄑㄧˋㄍㄨㄢˉㄐㄧㄢˉㄗㄥˋㄊㄨㄥˊㄧˋ
自願放棄急救  ㄗˋㄩㄢˋㄈㄤˋㄑㄧˋㄐㄧˊㄐㄧㄡˋ
安寧居家照護  ㄢˉㄋㄧㄥˊㄐㄩˉㄐㄧㄚˉㄓㄠˋㄏㄨˋ
醫療委任代理人  ㄧˉㄌㄧㄠˊㄨㄟˇㄖㄣˋㄉㄞˋㄌㄧˇㄖㄣˊ
重大傷病卡申請  ㄓㄨㄥˋㄉㄚˋㄕㄤˉㄅㄧㄥˋㄎㄚˇㄕㄣˉㄑㄧㄥˇ
全民健康保險法  ㄑㄩㄢˊㄇㄧㄣˊㄐㄧㄢˋㄎㄤˉㄅㄠˇㄒㄧㄢˇㄈㄚˇ
勞工保險條例  ㄌㄠˊㄍㄨㄥˉㄅㄠˇㄒㄧㄢˇㄊㄧㄠˊㄌㄧˋ
勞動基準法規  ㄌㄠˊㄉㄨㄥˋㄐㄧˉㄓㄨㄣˇㄈㄚˇㄍㄨㄟˉ
就業服務法  ㄐㄧㄡˋㄧㄝˋㄈㄨˊㄨˋㄈㄚˇ
性別平等工作法  ㄒㄧㄥˋㄅㄧㄝˊㄆㄧㄥˊㄉㄥˇㄍㄨㄥˉㄗㄨㄛˋㄈㄚˇ
勞資爭議處理法  ㄌㄠˊㄗˉㄓㄥˉㄧˋㄔㄨˋㄌㄧˇㄈㄚˇ
個人資料保護法  ㄍㄜˋㄖㄣˊㄗˉㄌㄧㄠˋㄅㄠˇㄏㄨˋㄈㄚˇ
營業秘密法規  ㄧㄥˊㄧㄝˋㄇㄧˋㄇㄧˋㄈㄚˇㄍㄨㄟˉ
專利法規條文  ㄓㄨㄢˉㄌㄧˋㄈㄚˇㄍㄨㄟˉㄊㄧㄠˊㄨㄣˊ
商標法規條文  ㄕㄤˉㄅㄧㄠˉㄈㄚˇㄍㄨㄟˉㄊㄧㄠˊㄨㄣˊ
公司法修正案  ㄍㄨㄥˉㄙˉㄈㄚˇㄒㄧㄡˉㄓㄥˋㄢˋ
所得稅法規  ㄙㄨㄛˇ˙ㄉㄜㄕㄨㄟˋㄈㄚˇㄍㄨㄟˉ
土地稅法條文  ㄊㄨˇㄉㄧˋㄕㄨㄟˋㄈㄚˇㄊㄧㄠˊㄨㄣˊ
房屋稅條例  ㄈㄤˊㄨˉㄕㄨㄟˋㄊㄧㄠˊㄌㄧˋ
遺產及贈與稅法  ㄧˊㄔㄢˇㄐㄧˊㄗㄥˋㄩˇㄕㄨㄟˋㄈㄚˇ
民事訴訟法規  ㄇㄧㄣˊㄕˋㄙㄨˋㄙㄨㄥˋㄈㄚˇㄍㄨㄟˉ
刑事訴訟法規  ㄒㄧㄥˊㄕˋㄙㄨˋㄙㄨㄥˋㄈㄚˇㄍㄨㄟˉ
強制執行法  ㄑㄧㄤˊㄓˋㄓˊㄒㄧㄥˊㄈㄚˇ
行政程序法  ㄒㄧㄥˊㄓㄥˋㄔㄥˊㄒㄩˋㄈㄚˇ
政府採購法規  ㄓㄥˋㄈㄨˇㄘㄞˇㄍㄡˋㄈㄚˇㄍㄨㄟˉ
促進民間參與  ㄘㄨˋㄐㄧㄣˋㄇㄧㄣˊㄐㄧㄢˉㄘㄢˉㄩˇ
都市更新條例  ㄉㄨˉㄕˋㄍㄥˉㄒㄧㄣˉㄊㄧㄠˊㄌㄧˋ
都市計畫法規  ㄉㄨˉㄕˋㄐㄧˋㄏㄨㄚˋㄈㄚˇㄍㄨㄟˉ
建築法規標準  ㄐㄧㄢˋㄓㄨˋㄈㄚˇㄍㄨㄟˉㄅㄧㄠˉㄓㄨㄣˇ
消防安全法規  ㄒㄧㄠˉㄈㄤˊㄢˉㄑㄩㄢˊㄈㄚˇㄍㄨㄟˉ
環境保護法規  ㄏㄨㄢˊㄐㄧㄥˋㄅㄠˇㄏㄨˋㄈㄚˇㄍㄨㄟˉ
廢棄物清理法  ㄈㄟˋㄑㄧˋㄨˋㄑㄧㄥˉㄌㄧˇㄈㄚˇ
空氣污染防制法  ㄎㄨㄥˉㄑㄧˋㄨˉㄖㄢˇㄈㄤˊㄓˋㄈㄚˇ
水污染防治法  ㄕㄨㄟˇㄨˉㄖㄢˇㄈㄤˊㄓˋㄈㄚˇ
毒性化學物質  ㄉㄨˊㄒㄧㄥˋㄏㄨㄚˋㄒㄩㄝˊㄨˋㄓˊ
食品安全衛生  ㄕˊㄆㄧㄣˇㄢˉㄑㄩㄢˊㄨㄟˋㄕㄥˉ
健康食品認證  ㄐㄧㄢˋㄎㄤˉㄕˊㄆㄧㄣˇㄖㄣˋㄓㄥˋ
藥事法規標準  ㄧㄠˋㄕˋㄈㄚˇㄍㄨㄟˉㄅㄧㄠˉㄓㄨㄣˇ
醫療器材管制  ㄧˉㄌㄧㄠˊㄑㄧˋㄘㄞˊㄍㄨㄢˇㄓˋ
化粧品衛生安全  ㄏㄨㄚˋㄓㄨㄤˉㄆㄧㄣˇㄨㄟˋㄕㄥˉㄢˉㄑㄩㄢˊ
商品標示法規  ㄕㄤˉㄆㄧㄣˇㄅㄧㄠˉㄕˋㄈㄚˇㄍㄨㄟˉ
公平交易法規  ㄍㄨㄥˉㄆㄧㄥˊㄐㄧㄠˉㄧˋㄈㄚˇㄍㄨㄟˉ
智慧財產權法  ㄓˋㄏㄨㄟˋㄘㄞˊㄔㄢˇㄑㄩㄢˊㄈㄚˇ
著作權法條文  ㄓㄨˋㄗㄨㄛˋㄑㄩㄢˊㄈㄚˇㄊㄧㄠˊㄨㄣˊ
度量衡法規  ㄉㄨˋㄌㄧㄤˋㄏㄥˊㄈㄚˇㄍㄨㄟˉ
標準檢驗法規  ㄅㄧㄠˉㄓㄨㄣˇㄐㄧㄢˇㄧㄢˋㄈㄚˇㄍㄨㄟˉ
商品檢驗標準  ㄕㄤˉㄆㄧㄣˇㄐㄧㄢˇㄧㄢˋㄅㄧㄠˉㄓㄨㄣˇ
公文程式條例  ㄍㄨㄥˉㄨㄣˊㄔㄥˊㄕˋㄊㄧㄠˊㄌㄧˋ
檔案法規標準  ㄉㄤˇㄢˋㄈㄚˇㄍㄨㄟˉㄅㄧㄠˉㄓㄨㄣˇ
國家機密保護  ㄍㄨㄛˊㄐㄧㄚˉㄐㄧˉㄇㄧˋㄅㄠˇㄏㄨˋ
政府資訊公開  ㄓㄥˋㄈㄨˇㄗˉㄒㄩㄣˋㄍㄨㄥˉㄎㄞˉ
行政罰法條文  ㄒㄧㄥˊㄓㄥˋㄈㄚˊㄈㄚˇㄊㄧㄠˊㄨㄣˊ
訴願審議委員會  ㄙㄨˋㄩㄢˋㄕㄣˇㄧˋㄨㄟˇㄩㄢˊㄏㄨㄟˋ
行政訴訟起訴  ㄒㄧㄥˊㄓㄥˋㄙㄨˋㄙㄨㄥˋㄑㄧˇㄙㄨˋ
公務員服務法  ㄍㄨㄥˉㄨˋㄩㄢˊㄈㄨˊㄨˋㄈㄚˇ
公務人員考績  ㄍㄨㄥˉㄨˋㄖㄣˊㄩㄢˊㄎㄠˇㄐㄧˉ
公務人員退休  ㄍㄨㄥˉㄨˋㄖㄣˊㄩㄢˊㄊㄨㄟˋㄒㄧㄡˉ
政政風廉政查察  ㄓㄥˋㄓㄥˋㄈㄥˉㄌㄧㄢˊㄓㄥˋㄔㄚˊㄔㄚˊ
公職人員利益衝突  ㄍㄨㄥˉㄓˊㄖㄣˊㄩㄢˊㄌㄧˋㄧˋㄔㄨㄥˉㄊㄨˉ
政治獻金法規  ㄓㄥˋㄓˋㄒㄧㄢˋㄐㄧㄣˉㄈㄚˇㄍㄨㄟˉ
公職人員財產申報  ㄍㄨㄥˉㄓˊㄖㄣˊㄩㄢˊㄘㄞˊㄔㄢˇㄕㄣˉㄅㄠˋ
選罷法規標準  ㄒㄩㄢˇㄅㄚˋㄈㄚˇㄍㄨㄟˉㄅㄧㄠˉㄓㄨㄣˇ
集會遊行法規  ㄐㄧˊㄏㄨㄟˋㄧㄡˊㄒㄧㄥˊㄈㄚˇㄍㄨㄟˉ
社會秩序維護法  ㄕㄜˋㄏㄨㄟˋㄓˋㄒㄩˋㄨㄟˊㄏㄨˋㄈㄚˇ
警察職權行使法  ㄐㄧㄥˇㄔㄚˊㄓˊㄑㄩㄢˊㄒㄧㄥˊㄕˇㄈㄚˇ
道路交通管理  ㄉㄠˋㄌㄨˋㄐㄧㄠˉㄊㄨㄥˉㄍㄨㄢˇㄌㄧˇ
道路交通安全規則  ㄉㄠˋㄌㄨˋㄐㄧㄠˉㄊㄨㄥˉㄢˉㄑㄩㄢˊㄍㄨㄟˉㄗㄜˊ
汽車強制責任險  ㄑㄧˋㄔㄜˉㄑㄧㄤˊㄓˋㄗㄜˊㄖㄣˋㄒㄧㄢˇ
特別補償基金  ㄊㄜˋㄅㄧㄝˊㄅㄨˇㄔㄤˊㄐㄧˉㄐㄧㄣˉ
交通事故鑑定  ㄐㄧㄠˉㄊㄨㄥˉㄕˋㄍㄨˋㄐㄧㄢˋㄉㄧㄥˋ
行車事故責任  ㄒㄧㄥˊㄔㄜˉㄕˋㄍㄨˋㄗㄜˊㄖㄣˋ
車輛行車調解  ㄔㄜˉㄌㄧㄤˋㄒㄧㄥˊㄔㄜˉㄉㄧㄠˋㄐㄧㄝˇ
車險理賠爭議  ㄔㄜˉㄒㄧㄢˇㄌㄧˇㄆㄟˊㄓㄥˉㄧˋ
金融消費評議  ㄐㄧㄣˉㄖㄨㄥˊㄒㄧㄠˉㄈㄟˋㄆㄧㄥˊㄧˋ
保險申訴處理  ㄅㄠˇㄒㄧㄢˇㄕㄣˉㄙㄨˋㄔㄨˋㄌㄧˇ
保險契約條款  ㄅㄠˇㄒㄧㄢˇㄑㄧˋㄩㄝˉㄊㄧㄠˊㄎㄨㄢˇ
要保書填寫  ㄧㄠˋㄅㄠˇㄕㄨˉㄊㄧㄢˊㄒㄧㄝˇ
告知義務履行  ㄍㄠˋㄓˉㄧˋㄨˋㄌㄩˇㄒㄧㄥˊ
保險金給付申請  ㄅㄠˇㄒㄧㄢˇㄐㄧㄣˉㄍㄟˇㄈㄨˋㄕㄣˉㄑㄧㄥˇ
受益人指定  ㄕㄡˋㄧˋㄖㄣˊㄓˇㄉㄧㄥˋ
保單價值準備金  ㄅㄠˇㄉㄢˉㄐㄧㄚˋㄓˊㄓㄨㄣˇㄅㄟˋㄐㄧㄣˉ
保單質押借款  ㄅㄠˇㄉㄢˉㄓˊㄧㄚˉㄐㄧㄝˋㄎㄨㄢˇ
保單減額繳清  ㄅㄠˇㄉㄢˉㄐㄧㄢˇㄜˊㄐㄧㄠˇㄑㄧㄥˉ
展期定期保險  ㄓㄢˇㄑㄧˉㄉㄧㄥˋㄑㄧˉㄅㄠˇㄒㄧㄢˇ
投資型保單  ㄊㄡˊㄗˉㄒㄧㄥˊㄅㄠˇㄉㄢˉ
年金保險給付  ㄋㄧㄢˊㄐㄧㄣˉㄅㄠˇㄒㄧㄢˇㄍㄟˇㄈㄨˋ
終身壽險規劃  ㄓㄨㄥˉㄕㄣˉㄕㄡˋㄒㄧㄢˇㄍㄨㄟˉㄏㄨㄚˋ
定期壽險投保  ㄉㄧㄥˋㄑㄧˉㄕㄡˋㄒㄧㄢˇㄊㄡˊㄅㄠˇ
實支實付醫療險  ㄕˊㄓˉㄕˊㄈㄨˋㄧˉㄌㄧㄠˊㄒㄧㄢˇ
日額型住院險  ㄖˋㄜˊㄒㄧㄥˊㄓㄨˋㄩㄢˋㄒㄧㄢˇ
手術醫療給付  ㄕㄡˇㄕㄨˋㄧˉㄌㄧㄠˊㄍㄟˇㄈㄨˋ
癌症醫療照護  ㄞˊㄓㄥˋㄧˉㄌㄧㄠˊㄓㄠˋㄏㄨˋ
重大疾病給付  ㄓㄨㄥˋㄉㄚˋㄐㄧˊㄅㄧㄥˋㄍㄟˇㄈㄨˋ
失能照護險  ㄕˉㄋㄥˊㄓㄠˋㄏㄨˋㄒㄧㄢˇ
長期照顧保險  ㄓㄤˇㄑㄧˊㄓㄠˋㄍㄨˋㄅㄠˇㄒㄧㄢˇ
意外傷害險  ㄧˋㄨㄞˋㄕㄤˉㄏㄞˋㄒㄧㄢˇ
骨折未住院津貼  ㄍㄨˇㄓㄜˊㄨㄟˋㄓㄨˋㄩㄢˋㄐㄧㄣˉㄊㄧㄝˉ
旅平險附加不便險  ㄌㄩˇㄆㄧㄥˊㄒㄧㄢˇㄈㄨˋㄐㄧㄚˉㄅㄨˋㄅㄧㄢˋㄒㄧㄢˇ
海外突發疾病  ㄏㄞˇㄨㄞˋㄊㄨˉㄈㄚˉㄐㄧˊㄅㄧㄥˋ
緊急醫療專機  ㄐㄧㄣˇㄐㄧˊㄧˉㄌㄧㄠˊㄓㄨㄢˉㄐㄧˉ
車體損失險  ㄔㄜˉㄊㄧˇㄙㄨㄣˇㄕˉㄒㄧㄢˇ
竊盜損失險  ㄑㄧㄝˋㄉㄠˋㄙㄨㄣˇㄕˉㄒㄧㄢˇ
第三人責任險  ㄉㄧˋㄙㄢˉㄖㄣˊㄗㄜˊㄖㄣˋㄒㄧㄢˇ
超額責任險  ㄔㄠˉㄜˊㄗㄜˊㄖㄣˋㄒㄧㄢˇ
乘客責任險  ㄔㄥˊㄎㄜˋㄗㄜˊㄖㄣˋㄒㄧㄢˇ
駕駛人傷害險  ㄐㄧㄚˋㄕˇㄖㄣˊㄕㄤˉㄏㄞˋㄒㄧㄢˇ
住宅火災保險  ㄓㄨˋㄓㄞˊㄏㄨㄛˇㄗㄞˉㄅㄠˇㄒㄧㄢˇ
地震基本保險  ㄉㄧˋㄓㄣˋㄐㄧˉㄅㄣˇㄅㄠˇㄒㄧㄢˇ
超額地震險  ㄔㄠˉㄜˊㄉㄧˋㄓㄣˋㄒㄧㄢˇ
居家綜合險  ㄐㄩˉㄐㄧㄚˉㄗㄨㄥˋㄏㄜˊㄒㄧㄢˇ
裝潢損失補償  ㄓㄨㄤˉㄏㄨㄤˊㄙㄨㄣˇㄕˉㄅㄨˇㄔㄤˊ
水漬損害給付  ㄕㄨㄟˇㄗˋㄙㄨㄣˇㄏㄞˋㄍㄟˇㄈㄨˋ
責任險自負額  ㄗㄜˊㄖㄣˋㄒㄧㄢˇㄗˋㄈㄨˋㄜˊ
再保險分保  ㄗㄞˋㄅㄠˇㄒㄧㄢˇㄈㄣˉㄅㄠˇ
理賠切結書  ㄌㄧˇㄆㄟˊㄑㄧㄝˋㄐㄧㄝˊㄕㄨˉ
代位求償權  ㄉㄞˋㄨㄟˋㄑㄧㄡˊㄔㄤˊㄑㄩㄢˊ
保險公證報告  ㄅㄠˇㄒㄧㄢˇㄍㄨㄥˉㄓㄥˋㄅㄠˋㄍㄠˋ
殘餘價值殘值  ㄘㄢˊㄩˊㄐㄧㄚˋㄓˊㄘㄢˊㄓˊ
出險記錄核對  ㄔㄨˉㄒㄧㄢˇㄐㄧˋㄌㄨˋㄏㄜˊㄉㄨㄟˋ
理賠試算明細  ㄌㄧˇㄆㄟˊㄕˋㄙㄨㄢˋㄇㄧㄥˊㄒㄧˋ
退保解約手續  ㄊㄨㄟˋㄅㄠˇㄐㄧㄝˇㄩㄝˉㄕㄡˇㄒㄩˋ
復效申請程序  ㄈㄨˋㄒㄧㄠˋㄕㄣˉㄑㄧㄥˇㄔㄥˊㄒㄩˋ
保費扣繳授權  ㄅㄠˇㄈㄟˋㄎㄡˋㄐㄧㄠˇㄕㄡˋㄑㄩㄢˊ
保單轉換權利  ㄅㄠˇㄉㄢˉㄓㄨㄢˇㄏㄨㄢˋㄑㄩㄢˊㄌㄧˋ
保費豁免條款  ㄅㄠˇㄈㄟˋㄏㄨㄛˋㄇㄧㄢˇㄊㄧㄠˊㄎㄨㄢˇ
保證給付期間  ㄅㄠˇㄓㄥˋㄍㄟˇㄈㄨˋㄑㄧˊㄐㄧㄢˉ
宣告利率走勢  ㄒㄩㄢˉㄍㄠˋㄌㄧˋㄌㄩˋㄗㄡˇㄕˋ
預定利率試算  ㄩˋㄉㄧㄥˋㄌㄧˋㄌㄩˋㄕˋㄙㄨㄢˋ
保單分紅計算  ㄅㄠˇㄉㄢˉㄈㄣˉㄏㄨㄥˊㄐㄧˋㄙㄨㄢˋ
保單紅利領取  ㄅㄠˇㄉㄢˉㄏㄨㄥˊㄌㄧˋㄌㄧㄥˇㄑㄩˇ
滿期金領回  ㄇㄢˇㄑㄧˊㄐㄧㄣˉㄌㄧㄥˇㄏㄨㄟˊ
年金累積期  ㄋㄧㄢˊㄐㄧㄣˉㄌㄟˋㄐㄧˉㄑㄧˊ
年金給付期  ㄋㄧㄢˊㄐㄧㄣˉㄍㄟˇㄈㄨˋㄑㄧˊ
保險專屬帳戶  ㄅㄠˇㄒㄧㄢˇㄓㄨㄢˉㄕㄨˇㄓㄤˋㄏㄨˋ
單位淨值結算  ㄉㄢˉㄨㄟˋㄐㄧㄥˋㄓˊㄐㄧㄝˊㄙㄨㄢˋ
投資標的轉換  ㄊㄡˊㄗˉㄅㄧㄠˉ˙ㄉㄜㄓㄨㄢˇㄏㄨㄢˋ
投資風險預告  ㄊㄡˊㄗˉㄈㄥˉㄒㄧㄢˇㄩˋㄍㄠˋ
資本適足率  ㄗˉㄅㄣˇㄕˋㄗㄨˊㄌㄩˋ
保險安定基金  ㄅㄠˇㄒㄧㄢˇㄢˉㄉㄧㄥˋㄐㄧˉㄐㄧㄣˉ
存款保險保障  ㄘㄨㄣˊㄎㄨㄢˇㄅㄠˇㄒㄧㄢˇㄅㄠˇㄓㄤˋ
金融監督管理  ㄐㄧㄣˉㄖㄨㄥˊㄐㄧㄢˉㄉㄨˉㄍㄨㄢˇㄌㄧˇ
中央銀行貼現率  ㄓㄨㄥˉㄧㄤˉㄧㄣˊㄒㄧㄥˊㄊㄧㄝˉㄒㄧㄢˋㄌㄩˋ
公開市場操作  ㄍㄨㄥˉㄎㄞˉㄕˋㄔㄤˇㄘㄠˉㄗㄨㄛˋ
外匯存底存量  ㄨㄞˋㄏㄨㄟˋㄘㄨㄣˊㄉㄧˇㄘㄨㄣˊㄌㄧㄤˋ
超額準備率  ㄔㄠˉㄜˊㄓㄨㄣˇㄅㄟˋㄌㄩˋ
活期存款準備  ㄏㄨㄛˊㄑㄧˉㄘㄨㄣˊㄎㄨㄢˇㄓㄨㄣˇㄅㄟˋ
貨幣總計數分析  ㄏㄨㄛˋㄅㄧˋㄗㄨㄥˇㄐㄧˋㄕㄨˋㄈㄣˉㄒㄧˉ
核心物價指標  ㄏㄜˊㄒㄧㄣˉㄨˋㄐㄧㄚˋㄓˇㄅㄧㄠˉ
躉售物價指數  ㄉㄨㄣˇㄕㄡˋㄨˋㄐㄧㄚˋㄓˇㄕㄨˋ
採購經理人指數  ㄘㄞˇㄍㄡˋㄐㄧㄥˉㄌㄧˇㄖㄣˊㄓˇㄕㄨˋ
失業率統計指標  ㄕˉㄧㄝˋㄌㄩˋㄊㄨㄥˇㄐㄧˋㄓˇㄅㄧㄠˉ
勞動參與率  ㄌㄠˊㄉㄨㄥˋㄘㄢˉㄩˇㄌㄩˋ
受僱員工薪資  ㄕㄡˋㄍㄨˋㄩㄢˊㄍㄨㄥˉㄒㄧㄣˉㄗˉ
實質薪資成長  ㄕˊㄓˊㄒㄧㄣˉㄗˉㄔㄥˊㄓㄤˇ
經常性薪資  ㄐㄧㄥˉㄔㄤˊㄒㄧㄥˋㄒㄧㄣˉㄗˉ
非經常性給予  ㄈㄟˉㄐㄧㄥˉㄔㄤˊㄒㄧㄥˋㄍㄟˇㄩˇ
